Game ID,Game Name,Brand,Category,Image URL
,"Dragon Tiger - Joker Bonus","JDB",flash,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/28/public
,"Dragon Warrior","JDB",Slots,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/184/public
,"Dragons Gate","JDB",Slots,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/1150/public
,"Dragons World","JDB",Slots,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/2/public
,"Elemental Link Fire","JDB",Slots,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/309/public
,"Elemental Link Water","JDB",Slots,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/847/public
,"Fighter Fire","JDB",flash,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/1154/public
,"Firework Burst","JDB",chess,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/106/public
,"Fishing Disco","JDB",Fishing,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/1046/public
,"Fishing Yilufa","JDB",flash,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/621/public
,"Flirting Scholar Tang","JDB",Slots,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/35/public
,"Formosa Bear","JDB",Slots,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/1029/public
,"Fortune Horse","JDB",Slots,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/922/public
,"Fortune Jewel","JDB",Slot,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/10043/public
,"Fortune Jewel","JDB",Slot,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/10042/public
,"Fortune Neko","JDB",Slots,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/330/public
,"Fortune Treasure","JDB",Slots,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/411/public
,"Four Treasures","JDB",Slots,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/974/public
,"Fruity Bonanza","JDB",Slots,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/1113/public
,"Fruity Bonanza Combo","JDB",Slot,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/10045/public
,"Funky King Kong","JDB",Slots,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/938/public
,"Galaxy Burst","JDB",chess,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/247/public
,"Glamorous Girl","JDB",Slots,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/167/public
,"Goal","JDB",flash,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/6/public
,"GoLaiFu","JDB",Slots,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/757/public
,"Gold Rooster Lottery","JDB",flash,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/213/public
,"Golden Disco","JDB",Slots,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/1023/public
,"Happy Lottery","JDB",flash,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/981/public
,"Happy New Year","JDB",chess,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/950/public
,"Hilo","JDB",flash,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/734/public
,"Huaguoshan Legends","JDB",chess,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/509/public
,"Jogo Do Bicho","JDB",chess,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/58/public
,"KingOfFootball","JDB",flash,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/283/public
,"Kingsman","JDB",Slots,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/390/public
,"Kong","JDB",Slots,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/1117/public
,"Lantern Wealth","JDB",Slots,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/1099/public
,"Legendary 5","JDB",Slots,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/20/public
,"Lucky Color Game","JDB",chess,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/395/public
,"Lucky Diamond","JDB",Slots,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/507/public
,"Lucky Dragons","JDB",Slots,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/895/public
,"Lucky Seven","JDB",Slots,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/833/public
,"Magic Ace WILD LOCK","JDB",Slot,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/10041/public
,"Mahjong","JDB",Slots,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/1067/public
,"Marvelous Iv","JDB",flash,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/78/public
,"Maya Gold Crazy","JDB",flash,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/486/public
,"Miner Babe","JDB",Slots,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/1056/public
,"Mines","JDB",flash,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/307/public
,"Mines2","JDB",flash,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/819/public
,"Mjolnir","JDB",Slots,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/1039/public
,"Mole Crash","JDB",flash,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/744/public
,"Moneybags Man","JDB",Slots,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/899/public
,"Moneybags Man 2","JDB",Slots,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/234/public
,"Moonlight Treasure","JDB",Slots,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/608/public
,"Napoleon","JDB",Slots,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/1048/public
,"New Year","JDB",Slots,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/224/public
,"Olympian Temple","JDB",Slots,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/920/public
,"Open Sesame","JDB",Slots,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/976/public
,"Open Sesame Mega","JDB",flash,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/928/public
,"OpenSesame II","JDB",flash,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/389/public
,"Orient Animals","JDB",Slots,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/877/public
,"Piggy Bank","JDB",flash,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/565/public
,"Plinko","JDB",flash,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/927/public
,"Pop Pop Candy 1000","JDB",flash,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/1148/public
,"Prosperity Tiger","JDB",flash,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/123/public
,"Pusoy","JDB",flash,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/1105/public
,"Pusoy Rush","JDB",flash,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/1089/public
,"Rooster In Love","JDB",Slots,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/212/public
,"Shade Dragons Fishing","JDB",Fishing,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/632/public
,"Spindrift","JDB",Slots,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/837/public
,"Spindrift 2","JDB",Slots,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/25/public
,"Spirit Tide Legend","JDB",flash,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/448/public
,"Super Niubi Deluxe","JDB",Slots,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/433/public
,"Super Super Fruit","JDB",chess,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/791/public
,"SuperNiubi","JDB",Slots,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/282/public
,"The Llama Adventure","JDB",flash,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/464/public
,"Tongits","JDB",flash,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/316/public
,"Tongits Fight","JDB",flash,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/472/public
,"Tongits Rush","JDB",flash,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/277/public
,"Treasure Bowl","JDB",Slots,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/27/public
,"Treasure Bowl X-Huge","JDB",Slot,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/10044/public
,"Triple King Kong","JDB",Slots,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/796/public
,"Trump Card","JDB",Slots,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/693/public
,"Winning Mask","JDB",Slots,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/338/public
,"Winning Mask Ii","JDB",flash,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/686/public
,"Wonder Elephant","JDB",Slots,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/384/public
,"Wukong","JDB",flash,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/407/public
,"XiYangYang","JDB",Slots,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/1094/public
